流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
2008,盧嘉辰,5,104/12/10,104,營利事業捐贈收入,89413124,桂賢營造股份有限公司,100000,NA,是,高雄市三民區,NA,高雄市鳳山區文德里文龍路16巷12號1樓
758,陳根德,35,104/12/23,104,營利事業捐贈收入,43779900,桃欣管線工程有限公司,100000,NA,是,桃園市大園區,NA,桃園市大園區圳頭里濱海路二段606號
919,鄭寶清,19,104/10/14,104,營利事業捐贈收入,80034328,桃客資產開發股份有限公司,400000,NA,是,桃園市桃園區,184,桃園市桃園區福安里延平路28號3樓
786,廖正井,16,104/12/10,104,營利事業捐贈收入,22817885,桃苗汽車股份有限公司,500000,NA,是,桃園市中壢區,NA,桃園市中壢區永福里中園路162號
879,邱志偉,71,104/10/05,104,營利事業捐贈收入,86554090,桃展建設股份有限公司,350000,NA,是,桃園市桃園區,NA,桃園市桃園區中寧里大興西路2段6號10樓之1
753,陳根德,39,104/12/22,104,營利事業捐贈收入,43860015,桃富運輸有限公司,10000,NA,是,桃園市大園區,NA,桃園市大園區五權里014鄰中正東路二段598號
249,陳根德,43,104/12/22,104,營利事業捐贈收入,83331738,桃園市私立苓光幼兒園,3000,NA,是,桃園市龜山區,NA,桃園市龜山區新興街236號
920,鄭寶清,20,104/10/13,104,營利事業捐贈收入,43266009,桃園汽車客運股份有限公司,500000,NA,是,桃園市桃園區,184,桃園市桃園區福安里延平路28號3樓
2532,管碧玲,27,104/12/09,104,營利事業捐贈收入,22306693,泰山氣體有限公司,100000,NA,是,新北市泰山區,216,新北市泰山區貴賢里明志路3段77號2樓
5793,江惠貞,24,104/11/27,104,營利事業捐贈收入,80072357,泰永加油站實業有限公司,500000,NA,是,澎湖縣馬公市,256,澎湖縣馬公市石泉里1-12號
5792,顏寬恒,21,104/12/28,104,營利事業捐贈收入,80072357,泰永加油站實業有限公司,200000,NA,是,澎湖縣馬公市,233,澎湖縣馬公市石泉里1-12號
1351,劉世芳,48,104/09/10,104,營利事業捐贈收入,22839868,泰安電機廠股份有限公司,10000,NA,是,高雄市仁武區,198,高雄市仁武區竹後里鳳仁路285巷13號
718,吳宜臻,2,105/01/04,105,營利事業捐贈收入,80098808,泰安觀止溫泉股份有限公司,50000,NA,是,苗栗縣泰安鄉,NA,苗栗縣泰安鄉錦水村7鄰圓墩58﹒58-7號
719,徐志榮,3,104/12/29,104,營利事業捐贈收入,80098808,泰安觀止溫泉股份有限公司,100000,NA,是,苗栗縣泰安鄉,NA,苗栗縣泰安鄉錦水村7鄰圓墩58﹒58-7號
720,陳超明,20,104/12/21,104,營利事業捐贈收入,80098808,泰安觀止溫泉股份有限公司,100000,NA,是,苗栗縣泰安鄉,235,苗栗縣泰安鄉錦水村7鄰圓墩58﹒58-7號
768,陳根德,34,104/12/23,104,營利事業捐贈收入,43245899,泰成機械股份有限公司,200000,NA,是,桃園市大園區,NA,桃園市大園區橫峰里23鄰中山南路2段168號
5071,馬躍·比吼,2,104/12/29,104,營利事業捐贈收入,16621526,泰利投資股份有限公司,100000,NA,是,臺北市松山區,289,臺北市松山區東勢里南京東路4段171號12樓之1
821,陳根德,3,105/01/12,105,營利事業捐贈收入,28151014,泰洋城開發有限公司,100000,NA,是,桃園市中壢區,NA,桃園市中壢區新街里環北路400號8樓之7
1459,趙天麟,8,104/12/31,104,營利事業捐贈收入,85909968,泰洲營造有限公司,20000,NA,是,高雄市左營區,239,高雄市左營區新光里立大路1號
410,陳歐珀,33,104/12/09,104,營利事業捐贈收入,30346135,泰悅建設實業社,100000,NA,是,宜蘭縣羅東鎮,161,宜蘭縣羅東鎮北成里北投街46巷8號3樓
761,陳賴素美,21,104/12/14,104,營利事業捐贈收入,25166914,泰翔停車場有限公司,10000,NA,是,桃園市大園區,165,桃園市大園區埔心里022鄰埔心96―29號2樓
3538,顏寬恒,26,104/12/23,104,營利事業捐贈收入,51526561,泰陽橡膠廠股份有限公司,200000,NA,是,臺中市太平區,233,臺中市太平區太平里新仁路1段22巷63號
5117,林淑芬,1,104/12/23,104,營利事業捐贈收入,23414811,泰群投資股份有限公司,500000,NA,是,臺北市松山區,176,臺北市松山區敦化北路168號16樓
1909,邱志偉,4,104/12/31,104,營利事業捐贈收入,22312392,泰義工業股份有限公司,50000,NA,是,高雄市路竹區,NA,高雄市路竹區北嶺里中山南路89號1樓
4327,林郁方,3,105/01/08,105,營利事業捐贈收入,86098967,泰誠發展營造股份有限公司,500000,NA,是,臺北市大安區,NA,臺北市大安區忠孝東路4段270號5樓之2
4328,邱議瑩,2,105/01/08,105,營利事業捐贈收入,86098967,泰誠發展營造股份有限公司,1000000,NA,是,臺北市大安區,242,臺北市大安區忠孝東路4段270號5樓之2
4326,鄭永金,3,105/01/08,105,營利事業捐贈收入,86098967,泰誠發展營造股份有限公司,500000,NA,是,臺北市大安區,NA,臺北市大安區忠孝東路4段270號5樓之2
1288,賴士葆,17,104/07/31,104,營利事業捐贈收入,22529287,泰維企業股份有限公司,500000,NA,是,高雄市大寮區,247,高雄市大寮區過溪里莒光三街6號
3950,陳世凱,23,104/12/11,104,營利事業捐贈收入,52484982,泰豪鋼鐵股份有限公司,50000,NA,是,臺中市烏日區,155,臺中市烏日區光明里五光路913-1號1樓
1289,賴士葆,18,104/07/31,104,營利事業捐贈收入,79875202,泰銘實業股份有限公司,500000,NA,是,高雄市大寮區,247,高雄市大寮區過溪里莒光三街6號
3310,黃國書,62,104/10/17,104,營利事業捐贈收入,12796952,泰廣國際有限公司,50000,NA,是,臺中市西屯區,225,彰化縣彰化市南瑤里南瑤路7-2號1樓
1593,管碧玲,11,104/12/29,104,營利事業捐贈收入,53902204,泰興砂石有限公司,50000,NA,是,高雄市林園區,216,高雄市林園區西溪里西溪路193巷1―3號2樓
1793,趙天麟,37,104/12/10,104,營利事業捐贈收入,23469126,泰霖投資股份有限公司,50000,NA,是,高雄市苓雅區,239,高雄市苓雅區普天里興中一路18號
1794,賴士葆,16,104/07/31,104,營利事業捐贈收入,23469126,泰霖投資股份有限公司,500000,NA,是,高雄市苓雅區,247,高雄市苓雅區普天里興中一路18號
5095,李彥秀,13,104/12/16,104,營利事業捐贈收入,23415017,泰聯投資股份有限公司,300000,NA,是,臺北市大安區,NA,臺北市松山區松基里慶城街67號8樓
5096,莊瑞雄,27,104/07/14,104,營利事業捐贈收入,23415017,泰聯投資股份有限公司,500000,NA,是,臺北市松山區,179,臺北市松山區松基里慶城街67號8樓
5094,潘懷宗,3,104/12/23,104,營利事業捐贈收入,23415017,泰聯投資股份有限公司,200000,NA,是,臺北市中山區,174,臺北市松山區松基里慶城街67號8樓
4735,林德福,21,104/12/16,104,營利事業捐贈收入,22818483,泰鴻實業股份有限公司,100000,NA,是,臺北市中山區,183,臺北市中山區興亞里南京東路2段88號20樓
4734,張慶忠,6,104/12/16,104,營利事業捐贈收入,22818483,泰鴻實業股份有限公司,50000,NA,是,臺北市南京東,NA,臺北市中山區興亞里南京東路2段88號20樓
2146,張鎔麒,4,105/01/05,105,營利事業捐贈收入,84957365,浚利鋼鐵材料股份有限公司,200000,NA,是,雲林縣斗南鎮,238,雲林縣斗南鎮田頭里義和2路39巷2號
4999,李慶元,10,104/12/03,104,營利事業捐贈收入,28697802,浩德鋁業有限公司,100000,NA,是,臺北市北投區,136,臺北市北投區榮光里西安街1段281巷15號4樓
5481,陳亭妃,57,104/12/29,104,營利事業捐贈收入,79986137,浩瀚保全股份有限公司,50000,NA,是,臺南市永康區,NA,臺南市永康區五王里中華路472號2樓之1
491,蕭美琴,4,105/01/11,105,營利事業捐贈收入,94696538,海光茶行,100000,NA,是,花蓮市民生路,NA,花蓮縣瑞穗鄉舞鶴村74之6號
490,蕭美琴,2,105/01/12,105,營利事業捐贈收入,94696538,海光茶行,100000,NA,是,花蓮市民生路,NA,花蓮縣瑞穗鄉舞鶴村74之6號
5045,費鴻泰,10,104/12/25,104,營利事業捐贈收入,27998528,海悅開發股份有限公司,500000,NA,是,臺北市松山區,NA,臺北市松山區民有里敦化北路260號7樓
290,許智傑,83,104/09/04,104,營利事業捐贈收入,25984267,海景小吃店,15000,NA,是,高雄市苓雅區,NA,高雄市苓雅區苓洲里海邊路46號地下室
5592,陳亭妃,35,104/12/31,104,營利事業捐贈收入,89678222,海寮加油站股份有限公司,30000,NA,是,臺南市安定區,NA,臺南市安定區海寮里海寮7之10號
4581,陳學聖,1,105/01/15,105,營利事業捐贈收入,28466387,海樺廣告股份有限公司,80000,NA,是,臺北市松山區,229,臺北市中山區朱園里建國北路1段58號7樓之1
4676,吳育昇,72,104/08/21,104,營利事業捐贈收入,97088023,海駿股份有限公司,300000,NA,是,臺北市中山區,NA,臺北市中山區復華里南京東路3段131號7樓
4679,郝龍斌,16,104/10/23,104,營利事業捐贈收入,97088023,海駿股份有限公司,500000,NA,是,臺北市中山區,237,臺北市中山區復華里南京東路3段131號7樓
3533,何欣純,16,105/01/11,105,營利事業捐贈收入,16400707,烜翔股份有限公司,100000,NA,是,臺中市太平區,205,臺中市太平區太平里永豐路289巷28號
3532,何欣純,7,105/01/14,105,營利事業捐贈收入,16400707,烜翔股份有限公司,100000,NA,是,臺中市太平區,205,臺中市太平區太平里永豐路289巷28號
5135,莊啟旺,12,104/12/15,104,營利事業捐贈收入,16297020,珮容國際事業有限公司,20000,NA,是,臺北市松山區,160,臺北市松山區新聚里東興路5號3樓
566,許淑華,18,104/12/22,104,營利事業捐贈收入,62584623,益大土木包工業,100000,NA,是,南投縣鹿谷鄉,139,南投縣鹿谷鄉鹿谷村興農巷19一1號
2338,吳秉叡,65,104/09/24,104,營利事業捐贈收入,23909601,益友工程有限公司,20000,NA,是,新北市中和區,NA,新北市中和區德行里圓通路291巷2號5樓
2287,江永昌,13,104/12/28,104,營利事業捐贈收入,86978674,益田油漆工程有限公司,10000,NA,是,新北市中和區,308,新北市中和區中興街13巷2號
1279,邱議瑩,27,104/11/27,104,營利事業捐贈收入,85871105,益在企業股份有限公司,100000,NA,是,高雄市大寮區,242,高雄市大寮區琉球里農場路212號
3932,張廖萬堅,15,104/12/28,104,營利事業捐贈收入,22212302,益宏工具股份有限公司,58000,NA,是,臺中市南屯區,NA,臺中市南屯區寶山里工業區二十路15號
1164,管碧玲,26,104/12/10,104,營利事業捐贈收入,84315588,益宏紙品股份有限公司,1000000,NA,否,高雄市三民區,216,高雄市三民區安泰里同盟二路61號3樓之2
67,趙天麟,58,104/11/12,104,營利事業捐贈收入,7632467,益邦機電顧問股份有限公司,10000,NA,是,高雄市新興區,240,高雄市新興區建華里同愛街3號2樓
2974,陳素月,59,104/11/18,104,營利事業捐贈收入,23837826,益旻工業有限公司,60000,NA,是,彰化縣大村鄉,134,彰化縣大村鄉美港村10鄰中正東路130號
1577,黃韻涵,15,104/09/30,104,營利事業捐贈收入,89829798,益展工業股份有限公司,200000,NA,是,高雄市岡山區,NA,高雄市岡山區碧紅里大德一路460號
4204,鄭運鵬,41,104/07/20,104,營利事業捐贈收入,22266475,益盛投資股份有限公司,100000,NA,是,臺北市大同區,251,臺北市大同區永樂里西寧北路70號3樓
4203,鄭運鵬,23,104/12/02,104,營利事業捐贈收入,22266475,益盛投資股份有限公司,100000,NA,是,臺北市大同區,250,臺北市大同區永樂里西寧北路70號3樓
4202,鄭運鵬,17,104/12/12,104,營利事業捐贈收入,22266475,益盛投資股份有限公司,100000,NA,是,臺北市大同區,250,臺北市大同區永樂里西寧北路70號3樓
5621,陳亭妃,120,104/12/01,104,營利事業捐贈收入,54074324,益富五金有限公司,100000,NA,是,臺南市安南區,NA,臺南市安南區安順里開安路199號1樓
3624,洪慈庸,62,104/08/21,104,營利事業捐贈收入,23177964,益華電機有限公司,10000,NA,是,臺中市北屯區,253,臺中市北屯區松竹里崇德二路2段272號1樓
110,陳文彬,34,104/12/25,104,營利事業捐贈收入,5913151,益華織帶股份有限公司,50000,NA,是,彰化縣和美鎮,189,彰化縣和美鎮中圍里彰新路3段546號
3028,王惠美,9,105/01/10,105,營利事業捐贈收入,59335951,益陽工業股份有限公司,60000,NA,是,彰化縣伸港鄉,212,彰化縣伸港鄉溪底村興工路40―1號
3029,林滄敏,2,105/01/12,105,營利事業捐贈收入,59335951,益陽工業股份有限公司,150000,NA,是,彰化縣伸港鄉,NA,彰化縣伸港鄉溪底村興工路40―1號
2737,蔡煌瑯,36,104/08/22,104,營利事業捐贈收入,54050287,益暉企管顧問有限公司,100000,NA,是,新北市鶯歌區,245,新北市鶯歌區永吉里鶯桃路207號(1樓)
4288,吳思瑤,37,104/10/26,104,營利事業捐贈收入,80289454,益鼎國際投資股份有限公司,400000,NA,是,臺北市大安區,NA,臺北市大安區民輝里新生南路1段99號8樓
4287,吳思瑤,47,104/08/26,104,營利事業捐贈收入,70462617,益鼎創業投資管理顧問股份有限公司,250000,NA,是,臺北市大安區,NA,臺北市大安區民輝里新生南路1段99號8樓
2405,丁守中,73,104/06/30,104,營利事業捐贈收入,20736042,益實實業股份有限公司,200000,NA,是,新北市汐止區,NA,新北市汐止區智慧里大同路2段131號8樓
1527,趙天麟,83,104/08/10,104,營利事業捐贈收入,53570140,益綠環保科技股份有限公司,100000,NA,是,高雄市岡山區,241,高雄市岡山區本洲里本工東二路22號
243,陳亭妃,153,104/09/01,104,營利事業捐贈收入,6500185,益銓股份有限公司,100000,NA,是,臺南市安南區,NA,臺南市安南區城南里城西街2段172巷46號1樓
3290,洪慈庸,3,104/12/31,104,營利事業捐贈收入,16859582,益德明科技物流股份有限公司,100000,NA,是,彰化市田中里,252,彰化縣彰化市田中里6鄰河濱路506巷32號
2282,吳育昇,38,104/12/02,104,營利事業捐贈收入,38435125,益灥實業有限公司,150000,NA,是,新北市中和區,NA,新北市中和區中原里立德街162號5樓
4251,吳思瑤,16,104/12/08,104,營利事業捐贈收入,12940231,祐康國際股份有限公司,100000,NA,是,臺北市大同區,NA,臺北市大同區隆和里伊寧街7―1號
5439,葉宜津,36,104/08/27,104,營利事業捐贈收入,89979276,祐霖印刷實業有限公司,50000,NA,是,臺南市六甲區,171,臺南市六甲區甲南里中正路378號
3269,陳文彬,20,104/12/31,104,營利事業捐贈收入,60317517,祝盛鋼鐵股份有限公司,5000,NA,是,彰化縣溪湖鎮,189,彰化縣溪湖鎮西溪里員鹿路後溪巷58―1號
912,鄭寶清,25,104/10/09,104,營利事業捐贈收入,16338296,神才印刷事業股份有限公司,100000,NA,是,桃園市桃園區,184,桃園市桃園區泰山里中山路507巷55號
2947,翁壽良,3,104/12/24,104,營利事業捐贈收入,54509221,神州檜木國際開發有限公司,50000,NA,是,嘉義縣番路鄉,NA,嘉義縣番路鄉公田村2鄰龍頭16―8號
4707,黃珊珊,33,104/09/18,104,營利事業捐贈收入,80193964,神固國際科技工程企業有限公司,10000,NA,是,臺北市中山區,NA,臺北市中山區新生里松江路318號9樓之3
1893,林岱樺,64,104/10/14,104,營利事業捐贈收入,80385864,神采影像科技有限公司,10000,NA,是,高雄市烏松區,223,高雄市楠梓區清豐里安泰街132巷33號
379,邱錫奎,3,104/11/18,104,營利事業捐贈收入,26779068,秬國建設實業,40000,NA,是,宜蘭縣宜蘭市,271,宜蘭縣宜蘭市思源里12鄰女中路3段130號1樓
597,王定宇,61,104/11/17,104,營利事業捐贈收入,89430806,笑笑笑國際股份有限公司,100000,NA,是,屏東縣屏東巿,220,"屏東縣屏東市武廟里永福路31號,上海路59-5號"
598,王定宇,64,104/11/17,104,營利事業捐贈收入,89430806,笑笑笑國際股份有限公司,100000,NA,是,屏東縣屏東巿,220,"屏東縣屏東市武廟里永福路31號,上海路59-5號"
599,王定宇,65,104/11/17,104,營利事業捐贈收入,89430806,笑笑笑國際股份有限公司,100000,NA,是,屏東縣屏東巿,220,"屏東縣屏東市武廟里永福路31號,上海路59-5號"
600,林俊憲,41,104/11/23,104,營利事業捐贈收入,89430806,笑笑笑國際股份有限公司,300000,NA,是,屏東縣屏東巿,195,"屏東縣屏東市武廟里永福路31號,上海路59-5號"
3817,陳素月,38,104/12/30,104,營利事業捐贈收入,53789596,納高有限公司,140000,NA,是,臺中市西屯區,134,臺中市西屯區惠來里市政北一路1號4樓
5766,王定宇,161,104/06/28,104,營利事業捐贈收入,26455336,純承消防實業社,10000,NA,是,臺南市歸仁區,217,臺南市歸仁區文化里20鄰大德路211號4樓之11
